,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast
1250,pc/laptop,1.600000023841858,2.0,1.0,19.0,2.0,7.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,15.0,30.0,8.0,20.0,20.0,56.0,4.0,5.0,0.0,3.0,3.0,9.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,15.0,study
1251,pc/laptop,,6.0,4.0,25.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,,4.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,8.0,4.0,8.0,10.0,10.0,56.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,study
1252,mobile,2.299999952316284,2.0,1.0,20.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,15.0,25.0,4.0,1.0,15.0,56.0,0.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,study
1253,mobile,,2.0,3.0,19.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,18.0,19.0,0.0,1.0,22.0,56.0,0.0,4.5,0.0,1.0,6.5,9.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,10.0,study
1254,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,21.0,13.0,2.0,2.0,5.0,56.0,6.0,2.0,0.0,0.0,2.0,8.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,10.0,study
1255,pc/laptop,2.0999999046325684,8.0,2.0,25.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,8.0,6.0,0.0,10.0,2.0,56.0,5.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,study
1256,pc/laptop,2.5,4.0,1.0,20.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,8.0,1.5,0.0,1.0,14.0,56.0,4.0,1.0,0.0,0.5,2.0,8.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,study
1257,mobile,1.7999999523162842,4.0,1.0,21.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,10.0,4.0,2.0,2.0,15.0,56.0,0.0,1.0,8.0,0.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,8.0,study
1258,pc/laptop,,12.0,3.0,25.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,40.0,48.0,0.0,2.0,14.0,56.0,4.0,4.0,0.0,0.5,1.0,8.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,10.0,study
1259,pc/laptop,1.2000000476837158,6.0,1.0,22.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,30.0,10.0,4.0,4.0,56.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,1.0,2.0,2.0,,,,,study
1260,mobile,2.0,2.0,1.0,21.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,24.0,7.0,0.0,5.0,15.0,56.0,0.0,1.0,0.0,4.0,5.0,8.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,study
1261,pc/laptop,1.100000023841858,2.0,1.0,27.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,16.0,20.0,0.0,6.0,11.0,56.0,0.0,0.0,0.0,0.0,20.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,10.0,study
1262,pc/laptop,1.2000000476837158,6.0,1.0,23.0,,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,20.0,20.0,5.0,10.0,56.0,0.0,0.0,0.0,0.0,16.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,complex
1263,pc/laptop,,14.0,5.0,28.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,0.0,70.0,0.0,5.0,5.0,56.0,0.0,8.0,0.0,5.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,study
1264,mobile,,6.0,3.0,21.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,10.0,18.0,12.0,10.0,20.0,56.0,0.0,7.0,0.0,2.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,study
1265,tablet,1.0,2.0,1.0,20.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,11.5,30.0,0.0,3.0,40.0,56.0,7.0,1.0,0.0,0.5,2.0,10.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,study
1266,pc/laptop,2.299999952316284,6.0,1.0,22.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,4.0,40.0,56.0,0.0,0.0,0.0,0.5,8.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,study
1267,pc/laptop,2.5,3.0,1.0,22.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,11.0,10.0,0.0,6.0,30.0,56.0,3.0,2.0,0.0,1.0,4.0,10.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,study
1268,mobile,,2.0,3.0,20.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,8.0,40.0,16.0,2.0,14.0,56.0,2.0,8.0,0.0,0.5,4.0,10.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,study
1269,pc/laptop,3.0,4.0,1.0,24.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,22.0,2.0,20.0,4.0,10.0,56.0,4.0,0.0,4.0,1.0,4.0,8.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,10.0,study
1270,mobile,2.0,4.0,1.0,20.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,14.0,5.0,10.0,4.0,15.0,56.0,6.0,1.0,0.0,0.5,1.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,study
1271,pc/laptop,3.0,12.0,1.0,41.0,2.0,7.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,6.0,12.0,2.0,8.0,4.0,56.0,2.0,3.0,0.0,1.0,0.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,study
1272,mobile,2.5,10.0,2.0,25.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,32.0,40.0,1.0,1.5,5.0,56.0,0.0,11.0,0.0,0.5,1.0,7.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,10.0,study
1273,pc/laptop,2.299999952316284,8.0,1.0,24.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,12.0,15.0,14.0,14.0,56.0,0.0,3.0,3.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,complex
1274,mobile,1.399999976158142,2.0,1.0,18.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,30.0,5.0,2.0,2.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,10.0,study
1275,pc/laptop,1.2699999809265137,6.0,1.0,21.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,35.0,8.0,10.0,20.0,56.0,0.0,3.0,0.0,1.0,7.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,study
1276,pc/laptop,,10.0,2.0,25.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,10.0,20.0,18.0,5.5,10.0,56.0,0.0,3.0,0.0,2.0,3.0,8.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,10.0,study
1277,mobile,,10.0,3.0,23.0,2.0,6.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,6.0,30.0,0.0,12.0,10.0,56.0,2.0,4.0,0.0,2.0,0.0,8.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,study
1278,pc/laptop,,6.0,3.0,20.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,30.0,7.5,3.0,7.0,56.0,0.0,3.0,2.0,2.0,9.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study
1279,mobile,,4.0,3.0,20.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,13.0,3.0,0.0,2.0,21.0,56.0,3.0,1.0,0.0,0.5,3.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,8.0,study
1280,pc/laptop,2.4000000953674316,8.0,2.0,21.0,2.0,7.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,8.0,4.0,15.0,5.0,10.0,56.0,4.0,1.0,5.0,1.0,0.5,8.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,work
1281,pc/laptop,,6.0,3.0,22.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,10.0,0.0,5.0,5.0,28.0,56.0,3.0,0.0,0.0,0.5,13.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,study
1282,pc/laptop,2.5999999046325684,3.0,1.0,22.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,28.0,5.0,15.0,28.0,56.0,0.0,4.0,0.0,4.0,3.0,10.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,12.0,study
1283,pc/laptop,,4.0,3.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,20.0,0.0,5.0,10.0,56.0,2.0,3.0,0.0,2.0,6.0,9.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,study
1284,tablet,2.299999952316284,11.0,2.0,25.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,23.0,5.0,10.0,56.0,0.0,0.0,8.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,work
1285,pc/laptop,,10.0,3.0,24.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,50.0,0.0,7.0,10.0,56.0,2.0,9.0,0.0,1.0,4.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,study
1286,pc/laptop,,2.0,3.0,21.0,2.0,6.0,4.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,14.0,36.0,0.0,1.0,21.0,56.0,2.0,4.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,study
1287,mobile,,2.0,3.0,19.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,9.0,35.0,3.0,1.0,10.0,56.0,0.0,5.0,0.5,0.0,6.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,13.0,study
1288,pc/laptop,2.4000000953674316,14.0,2.0,27.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,30.0,10.0,0.0,8.0,8.0,56.0,0.0,1.0,0.0,8.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,study
1289,pc/laptop,2.0,2.0,1.0,19.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,12.0,6.0,4.0,3.0,14.0,56.0,3.0,2.0,0.0,1.0,3.0,10.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,8.0,study
1290,mobile,,4.0,3.0,27.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,3.0,20.0,40.0,16.0,14.0,10.0,56.0,4.0,8.0,0.0,1.0,2.0,8.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,study
1291,mobile,1.399999976158142,12.0,2.0,27.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,12.0,8.0,4.0,35.0,56.0,0.0,7.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,10.0,study
1292,pc/laptop,3.0999999046325684,8.0,1.0,25.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,16.0,12.0,3.0,16.0,56.0,0.0,4.0,0.0,0.5,3.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,study
1293,mobile,,1.0,1.0,19.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,16.5,10.0,0.0,1.0,84.5,56.0,0.0,5.0,0.0,3.0,5.0,11.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,20.0,study
1294,pc/laptop,2.200000047683716,2.0,1.0,18.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,20.0,56.0,3.0,10.5,3.5,56.0,2.0,12.0,0.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,15.0,study
1295,tablet,1.7000000476837158,8.0,2.0,23.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,7.5,2.0,10.0,7.0,20.0,56.0,0.0,1.0,0.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,work
1296,pc/laptop,,6.0,3.0,22.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,15.0,30.0,0.0,7.0,5.0,56.0,0.0,3.0,0.0,0.5,0.5,8.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,study
1297,pc/laptop,1.0,10.0,2.0,25.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,50.0,10.0,8.0,0.0,56.0,1.0,5.0,0.0,2.0,0.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,study
1298,mobile,1.5,8.0,1.0,23.0,2.0,5.0,4.0,2.0,2.0,3.0,,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,10.0,21.0,0.0,4.0,14.0,56.0,2.0,5.0,0.0,0.5,2.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,study
1299,tablet,2.0999999046325684,2.0,1.0,21.0,2.0,6.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,4.0,24.0,24.0,12.0,7.0,40.0,56.0,6.0,3.0,3.0,1.0,2.0,8.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,10.0,study
1300,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,20.0,35.0,0.0,4.0,40.0,56.0,0.0,6.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,study
1301,pc/laptop,2.4000000953674316,14.0,2.0,26.0,1.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,35.0,3.0,13.0,5.0,10.0,56.0,6.0,0.0,3.0,1.0,3.0,8.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,study
1302,mobile,,4.0,3.0,21.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,15.0,0.0,2.0,40.0,56.0,5.0,1.0,0.0,1.0,7.0,8.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,study
1303,pc/laptop,1.399999976158142,10.0,2.0,26.0,1.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,8.0,24.0,24.0,20.0,36.0,56.0,0.0,2.0,9.0,2.0,4.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,study
1304,pc/laptop,,2.0,1.0,21.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,13.5,4.5,,10.0,80.0,56.0,4.5,,,1.0,3.0,9.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,15.0,complex
1305,pc/laptop,,14.0,6.0,26.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,25.0,0.0,3.0,7.0,56.0,0.0,4.0,0.0,1.0,3.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0,study
1306,tablet,,8.0,3.0,23.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,12.0,7.0,88.0,56.0,1.5,0.0,0.0,1.0,13.5,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,work
1307,pc/laptop,2.5,6.0,1.0,24.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,15.0,1.0,8.0,56.0,0.0,0.0,8.5,0.0,2.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,work
1308,pc/laptop,,8.0,3.0,29.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,26.0,30.0,8.0,2.0,8.0,56.0,7.0,4.0,0.0,0.5,2.0,8.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,study
1309,tablet,,9.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,14.0,14.0,20.0,3.0,3.0,56.0,1.5,4.0,8.0,,0.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,study
1310,pc/laptop,1.5,10.0,2.0,25.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.5,16.0,4.0,6.0,30.0,56.0,1.5,2.5,0.0,0.25,4.0,8.0,2.0,1.0,2.0,2.0,,2.0,2.0,8.0,study
1311,pc/laptop,,10.0,3.0,23.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,26.0,24.0,7.5,3.0,35.0,56.0,0.0,0.0,0.0,2.0,10.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study
1312,pc/laptop,2.5,4.0,1.0,20.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,8.0,3.0,16.0,2.0,20.0,56.0,6.0,0.0,0.0,1.0,7.0,10.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,7.0,work
1313,pc/laptop,1.7000000476837158,3.0,1.0,21.0,2.0,6.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,14.0,23.0,6.5,1.5,20.0,56.0,3.5,5.0,0.0,0.0,2.0,8.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,15.0,study
1314,pc/laptop,,6.0,3.0,28.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,24.0,15.0,15.0,14.0,21.0,56.0,6.0,4.0,0.0,0.5,3.0,8.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,study
1315,mobile,1.399999976158142,6.0,1.0,22.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,20.0,22.0,6.0,7.0,14.0,56.0,4.0,4.0,2.0,2.0,4.0,8.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,12.0,study
1316,pc/laptop,,16.0,6.0,28.0,1.0,6.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,12.0,35.0,6.5,4.0,8.0,56.0,3.0,5.0,2.0,1.0,1.5,8.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,study
1317,pc/laptop,1.2999999523162842,12.0,2.0,26.0,1.0,6.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,4.5,12.0,20.0,10.0,15.0,56.0,,,,,,,3.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0,work
1318,mobile,,14.0,3.0,27.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,25.0,8.0,4.0,14.0,56.0,0.0,3.0,0.0,3.0,9.0,9.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,study
1319,pc/laptop,,6.0,3.0,22.0,1.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,25.0,35.0,0.0,5.0,15.0,56.0,4.0,6.0,0.0,1.0,2.0,9.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,7.0,study
1320,pc/laptop,,6.0,1.0,25.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,18.0,36.0,25.0,5.0,28.0,56.0,2.0,8.0,0.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,study
1321,mobile,2.5999999046325684,2.0,1.0,18.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,20.0,20.0,5.0,3.0,20.0,56.0,4.0,3.0,0.0,1.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,study
1322,mobile,,6.0,4.0,22.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,10.0,7.0,,6.0,14.0,56.0,2.0,4.0,3.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,complex
1323,mobile,,2.0,3.0,20.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,24.0,14.0,0.0,2.0,12.0,56.0,0.0,4.0,0.0,0.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,study
1324,tablet,1.600000023841858,7.0,2.0,25.0,2.0,6.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,12.0,5.0,10.0,2.0,5.0,56.0,4.0,4.0,1.0,0.0,0.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,study
1325,tablet,,14.0,3.0,26.0,2.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,45.0,5.0,15.0,10.0,4.0,56.0,0.0,1.0,0.0,1.0,8.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,study
1326,pc/laptop,1.5,11.0,2.0,26.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,30.0,14.0,6.0,30.0,56.0,0.0,0.0,8.0,0.0,6.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,study
1327,pc/laptop,1.7000000476837158,4.0,1.0,21.0,2.0,7.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,20.0,25.0,6.0,14.0,5.0,56.0,6.0,6.0,0.0,1.0,0.0,9.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,20.0,study
1328,pc/laptop,2.5,6.0,1.0,27.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,10.5,12.0,6.0,3.0,50.0,56.0,0.0,0.0,0.0,0.5,15.5,8.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,20.0,study
